GMID,Name,School,Year,Grade,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
107697,Lafayette Rutledge,Nicholls State,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
58916,Liam Thomas,Nicholls State,2016,Sr,9,1,8,0,0,5,0,0,2,0,0
81568,Adam Ward,Nicholls State,2016,Sr,2,0,2,0,0,0,0,0,1,0,0
97821,Brett Weaver,Nicholls State,2016,So,0,0,0,0,0,0,0,0,0,0,0
37818,Zach Young,Nicholls State,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
107160,Ronald Alston,N.J.I.T.,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
85245,Mohamed Bendary,N.J.I.T.,2016,So,0,0,0,0,0,0,0,0,0,0,0
57295,Tim Coleman,N.J.I.T.,2016,Sr,1,0,0,1,0,0,1,0,0,0,1
107167,Shyquan Gibbs,N.J.I.T.,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
112851,Donovan Greer,N.J.I.T.,2016,So,0,0,0,0,0,0,0,0,0,0,0
80887,Osa Izevbuwa,N.J.I.T.,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
58208,Chris Jenkins (2),N.J.I.T.,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
81460,Abdul Lewis,N.J.I.T.,2016,So,2,2,0,0,2,0,0,0,0,0,1
57293,Damon Lynn,N.J.I.T.,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
98855,James McMillon,N.J.I.T.,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
88766,Taj Price,N.J.I.T.,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
107288,Anthony Tarke,N.J.I.T.,2016,Fr,0,0,0,0,0,0,0,0,1,0,1
57290,Rob Ukawuba,N.J.I.T.,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
85485,Reilly Walsh,N.J.I.T.,2016,So,0,0,0,0,0,0,0,0,0,0,0
109454,Stavian Allen,Norfolk State,2016,Jr,0,0,0,0,0,0,0,0,1,0,0
107633,Alex Brown (2),Norfolk State,2016,Jr,1,0,1,0,0,0,0,0,0,0,0
85701,Jordan Butler,Norfolk State,2016,Jr,4,1,3,0,0,1,0,0,0,0,0
106962,Bryan Gellineau,Norfolk State,2016,Jr,1,0,1,0,0,1,0,0,0,0,0
107704,Micah Goss,Norfolk State,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
87227,Alex Long,Norfolk State,2016,So,5,1,4,0,1,3,0,0,1,0,0
42430,Kerwin Okoro,Norfolk State,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
58243,Daniel Robinson,Norfolk State,2016,Jr,4,1,3,0,1,2,0,0,2,0,0
81875,Zaynah Robinson,Norfolk State,2016,Jr,1,0,1,0,0,1,0,0,0,0,1
90003,Jonathan Wade,Norfolk State,2016,Sr,0,0,0,0,0,0,0,0,0,0,2
80634,Carrington Ward,Norfolk State,2016,Sr,1,1,0,0,1,0,0,0,0,0,0
75015,Kyle Williams,Norfolk State,2016,Jr,1,0,1,0,0,0,0,0,1,0,0
52541,Abdul-Malik Abu,NC State,2016,Jr,14,4,8,1,1,5,0,2,4,0,0
41334,BeeJay Anya,NC State,2016,Sr,13,5,8,0,2,7,0,2,2,0,0
61174,Chris Brickhouse,NC State,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
80110,"Chris Corchiani, Jr.",NC State,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
80660,Torin Dorn,NC State,2016,So,1,0,1,0,0,0,0,0,1,0,1
24705,Terry Henderson,NC State,2016,Sr,11,5,6,0,2,5,0,2,3,0,1
85887,Darius Hicks,NC State,2016,Fr,2,1,1,0,1,1,0,0,0,0,0
88807,Markell Johnson,NC State,2016,Fr,7,0,6,1,0,2,0,1,1,0,5
73168,Ted Kapita,NC State,2016,Fr,6,2,4,0,2,2,0,1,3,0,0
83996,Shaun Kirk,NC State,2016,So,0,0,0,0,0,0,0,0,1,0,0
72280,Maverick Rowan,NC State,2016,So,2,0,2,0,0,1,0,1,3,0,1
72281,Dennis Smith,NC State,2016,Fr,9,4,5,0,2,3,0,0,2,0,10
81561,Tucker Thompson,NC State,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
53794,Omer Yurtseven,NC State,2016,Fr,14,5,9,0,3,6,0,0,6,0,0
41333,Joel Berry,North Carolina,2016,Jr,4,3,1,0,2,0,0,1,0,0,4
76384,Tony Bradley,North Carolina,2016,Fr,17,15,2,0,9,0,0,0,3,0,0
27075,Nate Britt,North Carolina,2016,Sr,2,1,1,0,1,1,0,1,2,0,2
97447,Kanler Coker,North Carolina,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
24324,Isaiah Hicks,North Carolina,2016,Sr,23,5,17,1,4,6,1,3,3,0,1
24674,Justin Jackson (3),North Carolina,2016,Jr,9,7,2,0,4,1,0,1,0,0,4
83928,Luke Maye,North Carolina,2016,So,4,2,2,0,0,0,0,1,2,0,0
24679,Kennedy Meeks,North Carolina,2016,Sr,39,18,20,1,10,13,1,4,2,0,0
26755,Theo Pinson,North Carolina,2016,Jr,4,1,2,1,1,1,0,0,3,0,0
88768,Brandon Robinson,North Carolina,2016,Fr,1,1,0,0,1,0,0,0,1,0,0
112847,Aaron Rohlman,North Carolina,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
109280,Shea Rush,North Carolina,2016,Fr,1,0,0,1,0,0,0,0,0,0,0
28810,Stilman White,North Carolina,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
73156,Kenny Williams,North Carolina,2016,So,5,2,3,0,0,1,0,0,1,0,1
52035,Seventh Woods,North Carolina,2016,Fr,2,1,1,0,1,0,0,0,0,0,1
57494,Carlin Dupree,North Dakota State,2016,Sr,1,0,1,0,0,0,0,0,0,0,0
81504,Spencer Eliason,North Dakota State,2016,So,0,0,0,0,0,0,0,0,0,0,0
85452,Deng Geu,North Dakota State,2016,Fr,3,0,3,0,0,3,0,0,0,0,0
57493,A.J. Jacobson,North Dakota State,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
84455,Khy Kabellis,North Dakota State,2016,So,1,1,0,0,0,0,0,0,0,0,0
84942,Dylan Miller (2),North Dakota State,2016,So,1,0,1,0,0,1,0,0,0,0,0
81506,Paul Miller,North Dakota State,2016,Jr,4,0,4,0,0,2,0,0,0,0,0
97574,Zach Rammelt,North Dakota State,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
109602,Jared Samuelson (2),North Dakota State,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
106646,Tyson Ward,North Dakota State,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
43173,Dexter Werner,North Dakota State,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
81509,Evan Wesenberg,North Dakota State,2016,So,0,0,0,0,0,0,0,0,0,0,0
85316,Conner Avants,North Dakota,2016,So,0,0,0,0,0,0,0,0,0,0,0
89328,Corey Baldwin,North Dakota,2016,Sr,0,0,0,0,0,0,0,0,0,0,1
57504,Drick Bernstine,North Dakota,2016,Jr,3,1,2,0,1,1,0,0,0,0,0
44991,Thomas Blake,North Dakota,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
92847,Billy Brown,North Dakota,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
85556,Josh Collins,North Dakota,2016,So,1,0,1,0,0,1,0,0,0,0,0
81866,Geno Crandall,North Dakota,2016,So,2,1,1,0,1,0,0,0,0,0,0
58079,Quinton Hooker,North Dakota,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
58130,Devon Pekas,North Dakota,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
85483,Cortez Seales,North Dakota,2016,So,0,0,0,0,0,0,0,0,1,0,0
57218,Carson Shanks,North Dakota,2016,Jr,1,0,1,0,0,1,0,1,1,0,0
90833,Kienan Walter,North Dakota,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
107094,Al-Wajid Aminu,North Florida,2016,Fr,4,0,4,0,0,2,0,0,3,0,0
57915,Romelo Banks,North Florida,2016,Jr,3,0,3,0,0,1,0,0,1,0,0
80339,Osborn Blount,North Florida,2016,Jr,1,0,0,1,0,0,0,0,1,0,0
45133,Aaron Bodager,North Florida,2016,Sr,0,0,0,0,0,0,0,0,1,0,1
57913,Chris Davenport (2),North Florida,2016,Sr,2,1,1,0,0,0,0,0,1,0,0
80340,Chase Driscoll,North Florida,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
85092,C.J. Fisher,North Florida,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
54184,Benedikt Haid,North Florida,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
109311,Aaron Horne,North Florida,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
80341,Nick Malonga,North Florida,2016,Jr,0,0,0,0,0,0,0,0,1,0,0
57912,Dallas Moore,North Florida,2016,Sr,1,1,0,0,0,0,0,0,0,0,3
80343,Karlos Odum,North Florida,2016,So,3,1,2,0,1,1,0,0,1,0,0
106912,Garrett Sams,North Florida,2016,Fr,1,0,1,0,0,1,0,0,0,0,0
84073,Rickey Brice,North Texas,2016,So,2,2,0,0,1,0,0,0,1,0,0
84826,Ja'Michael Brown,North Texas,2016,So,0,0,0,0,0,0,0,0,0,0,1
80631,Jeremy Combs,North Texas,2016,Jr,2,2,0,0,1,0,0,0,0,0,1
97518,D.J. Draper,North Texas,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
24307,Keith Frazier,North Texas,2016,RS-Sr,0,0,0,0,0,0,0,0,0,0,0
44096,Derail Green,North Texas,2016,Jr,1,0,1,0,0,0,0,0,1,0,0
87294,Jacob Gross,North Texas,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
89294,Allante Holston,North Texas,2016,So,1,0,1,0,0,0,0,0,0,0,0
81341,Bryce Jackson,North Texas,2016,So,1,1,0,0,0,0,0,0,0,0,0
89130,Deckie Johnson,North Texas,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
107117,A.J. Lawson,North Texas,2016,Fr,0,0,0,0,0,0,0,0,0,0,3
24282,J-Mychal Reese,North Texas,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
109391,Shane Temara,North Texas,2016,Jr,3,1,2,0,1,2,0,0,0,0,0
80635,Greg White-Pittman,North Texas,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
90846,Ryan Woolridge,North Texas,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
80566,Devon Begley,Northeastern,2016,Jr,1,0,1,0,0,1,0,0,0,0,0
107300,Maxime Boursiquot,Northeastern,2016,Fr,0,0,0,0,0,0,0,0,1,0,0
85816,Bolden Brace,Northeastern,2016,Fr,4,1,3,0,1,1,0,0,1,0,0
84548,Sajon Ford,Northeastern,2016,So,0,0,0,0,0,0,0,0,0,0,0
84622,Anthony Green,Northeastern,2016,So,8,1,7,0,1,3,0,0,0,0,0
85042,Donnell Gresham,Northeastern,2016,RS-So,0,0,0,0,0,0,0,0,0,0,0
58218,Jimmy Marshall,Northeastern,2016,Sr,2,0,1,1,0,1,0,0,0,0,0
73164,Jeremy Miller,Northeastern,2016,So,4,0,4,0,0,3,0,0,2,0,0
24255,Alex Murphy,Northeastern,2016,Sr,4,0,4,0,0,2,0,1,1,0,0
107128,Shawn Occeus,Northeastern,2016,Fr,1,0,1,0,0,1,0,0,0,0,1
58219,T.J. Williams (2),Northeastern,2016,Sr,0,0,0,0,0,0,0,0,1,0,0
84249,JoJo Anderson,Northern Arizona,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
85718,Chris Bowling,Northern Arizona,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
85474,Corey Brown,Northern Arizona,2016,So,1,1,0,0,0,0,0,1,0,0,0
97554,Marcus DeBerry,Northern Arizona,2016,So,0,0,0,0,0,0,0,0,0,0,0
109317,Brooks DeBisschop,Northern Arizona,2016,Fr,1,0,1,0,0,0,0,0,0,0,0
80423,Kye de Laveaga,Northern Arizona,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
84294,Michael Green (3),Northern Arizona,2016,So,0,0,0,0,0,0,0,0,0,0,0
58089,Ako Kaluna,Northern Arizona,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
45032,Jordyn Martin,Northern Arizona,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
98878,Omar Ndiaye,Northern Arizona,2016,So,0,0,0,0,0,0,0,0,0,0,0
80426,Jaleni Neely,Northern Arizona,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
97555,Felix Rivera-Vega,Northern Arizona,2016,So,0,0,0,0,0,0,0,0,0,0,0
107305,Aziz Seck,Northern Arizona,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
98877,Steven Stanley,Northern Arizona,2016,So,0,0,0,0,0,0,0,0,0,0,0
88557,Isaiah Thomas (2),Northern Arizona,2016,So,1,0,1,0,0,0,0,0,0,0,0
93700,Kyle Carey,Northern Colorado,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
106975,Gerad Davis,Northern Colorado,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
84452,Jordan Davis (2),Northern Colorado,2016,So,2,0,2,0,0,1,0,1,0,0,1
58072,Jon'te Dotson,Northern Colorado,2016,Sr,2,1,1,0,0,0,0,1,1,0,0
109320,Kai Edwards,Northern Colorado,2016,Fr,0,0,0,0,0,0,0,0,1,0,0
80786,Chaz Glotta,Northern Colorado,2016,So,0,0,0,0,0,0,0,0,1,0,1
97549,Tyler Loose,Northern Colorado,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
109319,D.J. Miles,Northern Colorado,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
97552,Jonah Radebaugh,Northern Colorado,2016,Fr,0,0,0,0,0,0,0,0,1,0,0
92819,Michael Ranson,Northern Colorado,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
97551,Ibrahim Sylla,Northern Colorado,2016,So,1,0,1,0,0,0,0,0,0,0,0
54322,Roberto Vercellino,Northern Colorado,2016,Fr,0,0,0,0,0,0,0,0,1,0,0
58509,Aaric Armstead,Northern Illinois,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
85379,Levi Bradley,Northern Illinois,2016,So,0,0,0,0,0,0,0,0,1,0,0
109438,Sean Damaska,Northern Illinois,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
92849,Eugene German,Northern Illinois,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
58510,Dontel Highsmith,Northern Illinois,2016,So,0,0,0,0,0,0,0,0,0,0,1
84006,Jaylen Key,Northern Illinois,2016,So,0,0,0,0,0,0,0,0,0,0,0
37918,Marin Maric,Northern Illinois,2016,Jr,3,3,0,0,2,0,0,0,0,0,1
107086,Noah McCarty,Northern Illinois,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
85343,Austin Pauga,Northern Illinois,2016,So,0,0,0,0,0,0,0,0,0,0,0
85105,Laytwan Porter,Northern Illinois,2016,So,1,0,1,0,0,1,0,0,1,0,0
97593,Jon Siu,Northern Illinois,2016,So,0,0,0,0,0,0,0,0,0,0,0
109439,Justin Thomas,Northern Illinois,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
83971,Marshawn Wilson,Northern Illinois,2016,So,0,0,0,0,0,0,0,0,0,0,0
109404,Tre Cobbs,Northern Kentucky,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
106907,Mason Faulkner,Northern Kentucky,2016,Fr,0,0,0,0,0,0,0,0,2,0,0
80344,Jordan Garnett,Northern Kentucky,2016,Jr,1,1,0,0,1,0,0,0,0,0,0
81029,Jeff Garrett,Northern Kentucky,2016,So,1,0,1,0,0,0,0,0,1,0,1
85442,Brennan Gillis,Northern Kentucky,2016,So,1,1,0,0,1,0,0,0,1,0,0
97533,Lavone Holland II,Northern Kentucky,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
81234,Brandon Maxwell,Northern Kentucky,2016,So,0,0,0,0,0,0,0,0,0,0,0
84920,Drew McDonald,Northern Kentucky,2016,So,1,0,1,0,0,1,0,0,1,0,0
57905,Cole Murray,Northern Kentucky,2016,Sr,3,0,3,0,0,1,0,0,2,0,0
57904,Matt Rosenwinkel,Northern Kentucky,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
107106,Blake Spellman,Northern Kentucky,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
106706,Jalen Tate,Northern Kentucky,2016,RS-Fr,0,0,0,0,0,0,0,0,0,0,0
106939,Dantez Walton,Northern Kentucky,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
88778,Carson Williams,Northern Kentucky,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
107950,Jordan Bell (2),Northwestern State,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
106979,Josh Boyd,Northwestern State,2016,Fr,0,0,0,0,0,0,0,0,1,0,0
98003,Cody Cambre,Northwestern State,2016,So,0,0,0,0,0,0,0,0,0,0,0
109633,Jacob Guest,Northwestern State,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
81348,Devonte Hall,Northwestern State,2016,Jr,0,0,0,0,0,0,0,0,0,0,1
106657,Tanner Hamilton,Northwestern State,2016,Fr,0,0,0,0,0,0,0,0,1,0,0
58919,Tra'von Joseph,Northwestern State,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
81349,Reginald Kissoonlal,Northwestern State,2016,So,0,0,0,0,0,0,0,0,0,0,0
87443,Ishmael Lane,Northwestern State,2016,So,1,0,1,0,0,0,0,0,2,0,0
98002,Malik Metoyer,Northwestern State,2016,So,0,0,0,0,0,0,0,0,0,0,0
80432,Iziahiah Sweeney,Northwestern State,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
58922,Sabri Thompson,Northwestern State,2016,Sr,0,0,0,0,0,0,0,1,0,0,0
98004,Bailey Walker,Northwestern State,2016,So,0,0,0,0,0,0,0,0,0,0,0
58923,Zeek Woodley,Northwestern State,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
84173,Jordan Ash,Northwestern,2016,So,1,0,1,0,0,0,0,0,0,0,0
85625,Barret Benson,Northwestern,2016,Fr,6,2,4,0,2,3,0,0,2,0,0
85654,Isiah Brown (2),Northwestern,2016,Fr,5,3,2,0,3,0,0,0,2,0,3
73145,Aaron Falzon,Northwestern,2016,RS-So,1,0,0,1,0,0,0,0,0,0,0
98893,Charlie Hall,Northwestern,2016,So,0,0,0,0,0,0,0,0,0,0,0
52054,Victor Law,Northwestern,2016,So,8,3,3,2,3,1,2,0,3,1,1
72682,Scottie Lindsey,Northwestern,2016,Jr,4,1,2,1,1,2,1,0,2,0,6
42326,Sanjay Lumpkin,Northwestern,2016,Sr,5,2,3,0,1,2,0,0,2,0,2
79892,Bryant McIntosh,Northwestern,2016,Jr,1,0,1,0,0,0,0,1,5,0,0
84037,Dererk Pardon,Northwestern,2016,So,29,11,18,0,6,9,0,0,7,0,0
79894,Gavin Skelly,Northwestern,2016,Jr,18,5,13,0,3,5,0,0,2,0,0
56672,Nathan Taphorn,Northwestern,2016,Sr,3,1,2,0,1,1,0,0,3,0,0
29857,V.J. Beachem,Notre Dame,2016,Sr,27,12,11,4,7,5,1,0,1,0,3
72036,Elijah Burns,Notre Dame,2016,So,0,0,0,0,0,0,0,0,0,0,0
52345,"Bonzie Colson, Jr.",Notre Dame,2016,Jr,38,14,23,1,7,14,1,0,6,0,2
80113,Matt Farrell,Notre Dame,2016,Jr,3,1,2,0,1,2,0,1,5,0,6
52289,Martin Geben,Notre Dame,2016,Jr,5,1,4,0,1,2,0,2,3,0,1
85595,Temple Gibbs,Notre Dame,2016,Fr,2,1,1,0,1,1,0,0,1,0,1
82874,Matt Gregory,Notre Dame,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
109288,Patrick Mazza,Notre Dame,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
85597,John Mooney,Notre Dame,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
73133,Rex Pflueger,Notre Dame,2016,So,6,4,2,0,3,0,0,2,2,0,3
83984,Matt Ryan,Notre Dame,2016,So,0,0,0,0,0,0,0,0,2,0,0
56793,Austin Torres,Notre Dame,2016,Jr,5,1,4,0,0,1,0,0,0,0,1
56794,Steve Vasturia,Notre Dame,2016,Sr,4,2,2,0,0,2,0,2,5,0,5
84157,Brad Brechting,Oakland,2016,So,0,0,0,0,0,0,0,0,0,0,0
112895,Isaiah Brock,Oakland,2016,Fr,10,1,9,0,1,4,0,0,0,0,0
37901,Stevie Clark,Oakland,2016,Jr,0,0,0,0,0,0,0,1,0,0,1
85035,Jaevin Cumberland,Oakland,2016,So,0,0,0,0,0,0,0,0,0,0,0
57280,Nick Daniels (2),Oakland,2016,Jr,0,0,0,0,0,0,0,0,1,0,0
42426,Sherron Dorsey-Walker,Oakland,2016,Sr,0,0,0,0,0,0,0,0,0,0,2
57282,Jalen Hayes,Oakland,2016,Jr,1,1,0,0,1,0,0,0,0,0,0
84914,Xavier Hill-Mais,Oakland,2016,So,3,0,3,0,0,3,0,0,0,0,0
89390,Brailen Neely,Oakland,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
106717,Chris Palombizio,Oakland,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
56863,Martez Walker,Oakland,2016,Jr,2,1,1,0,1,0,0,0,0,0,1
71803,Keita Bates-Diop,Ohio State,2016,RS-Jr,3,1,2,0,0,2,0,0,0,0,0
79896,Dave Bell,Ohio State,2016,So,3,2,1,0,2,0,0,0,0,0,0
88547,C.J. Jackson,Ohio State,2016,So,0,0,0,0,0,0,0,0,0,0,2
97667,Jimmy Jent,Ohio State,2016,So,0,0,0,0,0,0,0,0,0,0,0
98895,Joey Lane,Ohio State,2016,So,0,0,0,0,0,0,0,0,0,0,0
24321,Marc Loving,Ohio State,2016,Sr,11,3,8,0,1,6,0,0,0,0,0
41488,JaQuan Lyle,Ohio State,2016,So,1,0,1,0,0,0,0,0,1,0,3
88765,Micah Potter,Ohio State,2016,Fr,8,2,6,0,1,3,0,1,4,0,0
52353,Jae'sean Tate,Ohio State,2016,Jr,8,5,3,0,4,0,0,0,2,0,2
56802,Trevor Thompson,Ohio State,2016,Jr,25,13,12,0,6,4,0,0,3,0,0
107463,Andre Wesson,Ohio State,2016,Fr,5,3,2,0,2,1,0,0,1,0,0
56673,Kam Williams,Ohio State,2016,Jr,0,0,0,0,0,0,0,1,1,0,0
93068,Antonio Bisutti,Ohio,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
84838,Gavin Block,Ohio,2016,So,0,0,0,0,0,0,0,0,0,0,1
57360,Antonio Campbell,Ohio,2016,Sr,3,0,3,0,0,1,0,0,0,0,0
93374,Jason Carter (2),Ohio,2016,Fr,0,0,0,0,0,0,0,0,1,0,0
61262,Drew Crabtree,Ohio,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
109440,Rodney Culver,Ohio,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
84094,Jordan Dartis,Ohio,2016,So,2,1,1,0,1,0,0,0,0,0,0
84597,Ellis Dozier,Ohio,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
85669,Sam Frayer,Ohio,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
57361,Khari Harley,Ohio,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
24664,Kenny Kaminski,Ohio,2016,Jr,0,0,0,0,0,0,0,0,1,0,0
80728,Mike Laster,Ohio,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
98947,Jaylin McDonald,Ohio,2016,So,0,0,0,0,0,0,0,0,0,0,0
56939,Jaaron Simmons,Ohio,2016,Jr,0,0,0,0,0,0,0,0,0,0,1
87240,Doug Taylor,Ohio,2016,So,1,0,1,0,0,1,0,0,1,0,0
106972,Brandon Averette,Oklahoma State,2016,Fr,0,0,0,0,0,0,0,1,4,0,2
56859,Jeffrey Carroll,Oklahoma State,2016,Jr,4,0,3,1,0,3,1,1,1,0,6
83912,Davon Dillard,Oklahoma State,2016,So,4,1,3,0,1,2,0,0,1,0,1
89394,Thomas Dziagwa,Oklahoma State,2016,Fr,0,0,0,0,0,0,0,0,2,0,0
73147,Jawun Evans,Oklahoma State,2016,So,2,1,1,0,0,0,0,0,1,0,6
28808,Phil Forte,Oklahoma State,2016,Sr,2,1,1,0,1,0,0,0,1,1,4
56858,Leyton Hammonds,Oklahoma State,2016,Sr,10,2,8,0,2,5,0,1,10,0,3
85460,Will Lienhard,Oklahoma State,2016,So,0,0,0,0,0,0,0,0,0,0,0
89968,Cameron McGriff,Oklahoma State,2016,Fr,3,2,0,1,0,0,1,1,3,0,2
88475,Lucas N'Guessan,Oklahoma State,2016,Fr,6,1,5,0,1,3,0,0,2,0,0
112858,Trey Reeves,Oklahoma State,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
80272,Tavarius Shine,Oklahoma State,2016,RS-Jr,1,0,1,0,0,1,0,0,0,0,0
80273,Mitchell Solomon,Oklahoma State,2016,Jr,34,7,26,1,4,15,0,2,6,0,0
97828,Tyler Underwood,Oklahoma State,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
89389,Lindy Waters III,Oklahoma State,2016,Fr,0,0,0,0,0,0,0,0,2,0,1
112856,Richard Anderson,Oklahoma,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
80243,Dante Buford,Oklahoma,2016,So,5,1,4,0,1,2,0,0,2,0,1
42413,C.J. Cole,Oklahoma,2016,Sr,0,0,0,0,0,0,0,0,1,0,0
87246,Kristian Doolittle,Oklahoma,2016,Fr,10,2,8,0,1,6,0,0,2,0,1
76397,Matt Freeman,Oklahoma,2016,Fr,3,0,3,0,0,2,0,0,0,0,0
56873,Daniel Harper,Oklahoma,2016,Sr,0,0,0,0,0,0,0,0,0,0,0
83991,Christian James,Oklahoma,2016,So,2,0,2,0,0,1,0,0,0,0,2
32644,Khadeem Lattin,Oklahoma,2016,Jr,51,13,37,1,10,15,0,0,8,0,0
85679,Kameron McGusty,Oklahoma,2016,Fr,6,2,4,0,1,3,0,2,0,0,2
80246,Jamuni McNeace,Oklahoma,2016,So,27,10,17,0,4,8,0,0,1,0,0
84097,Rashard Odomes,Oklahoma,2016,So,4,1,2,1,1,0,0,1,1,0,5
106703,Jordan Shepherd,Oklahoma,2016,Fr,3,0,2,1,0,2,0,0,2,0,1
107058,Darrion Strong,Oklahoma,2016,Jr,1,0,1,0,0,1,0,1,1,0,0
112857,Marshall Thorpe,Oklahoma,2016,Fr,0,0,0,0,0,0,0,0,0,0,0
41400,Jordan Woodard,Oklahoma,2016,Sr,1,0,1,0,0,1,0,0,0,0,5
57066,Jordan Baker (2),Old Dominion,2016,Sr,1,0,1,0,0,1,0,0,0,0,0
87239,Aaron Carver,Old Dominion,2016,Fr,1,0,1,0,0,1,0,0,0,0,0
85447,Ahmad Caver,Old Dominion,2016,So,0,0,0,0,0,0,0,0,0,0,0
107166,Travis Fields,Old Dominion,2016,Fr,0,0,0,0,0,0,0,0,1,1,1
107119,Randy Haynes,Old Dominion,2016,Jr,2,1,1,0,0,1,0,0,1,0,0
106953,Alassane Kah,Old Dominion,2016,Jr,2,2,0,0,2,0,0,0,0,0,0
112890,Khary Mauras,Old Dominion,2016,RS-Fr,0,0,0,0,0,0,0,0,0,0,0
80008,Keith Pinckney,Old Dominion,2016,Jr,0,0,0,0,0,0,0,0,0,0,0
80358,Trey Porter,Old Dominion,2016,So,7,3,4,0,2,2,0,0,0,0,0
28765,B.J. Stith,Old Dominion,2016,So,1,0,1,0,0,1,0,0,3,0,0
28766,Brandan Stith,Old Dominion,2016,Jr,6,0,6,0,0,4,0,0,0,0,0
80629,Zoran Talley,Old Dominion,2016,So,0,0,0,0,0,0,0,1,0,0,0
