GMID,Name,School,Year,Grade,AST,PercATrans,PercARim,PercA2PJ,PercA3P,PercADunks,TO,PercTOFoul,PercTOStea,PercTOMisc
42960,Kellen McCormick,Georgia Tech,2016,Sr,3,33.33%,66.67%,0.00%,33.33%,0.00%,5,20.00%,80.00%,0.00%
112845,Shaheed Medlock,Georgia Tech,2016,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
85652,Justin Moore,Georgia Tech,2016,Fr,81,29.63%,45.68%,27.16%,27.16%,18.52%,51,9.80%,49.02%,41.18%
84074,Sylvester Ogbonda,Georgia Tech,2016,Fr,4,0.00%,25.00%,25.00%,50.00%,0.00%,9,33.33%,0.00%,66.67%
94058,Josh Okogie,Georgia Tech,2016,Fr,61,39.34%,54.10%,16.39%,29.51%,16.39%,77,6.49%,51.95%,41.56%
24689,Jodan Price,Georgia Tech,2016,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
56781,Rand Rowland,Georgia Tech,2016,Sr,2,0.00%,50.00%,0.00%,50.00%,0.00%,3,0.00%,33.33%,66.67%
56782,Quinton Stephens,Georgia Tech,2016,Sr,80,26.25%,57.50%,23.75%,17.50%,11.25%,72,6.94%,62.50%,30.56%
85647,Tyree Crump,Georgia,2016,Fr,13,46.15%,46.15%,30.77%,23.08%,7.69%,14,7.14%,50.00%,42.86%
107474,Pape Diatta,Georgia,2016,Jr,18,0.00%,27.78%,61.11%,11.11%,0.00%,25,4.00%,32.00%,64.00%
88687,Mike Edwards,Georgia,2016,So,7,14.29%,42.86%,14.29%,42.86%,0.00%,36,11.11%,27.78%,61.11%
56710,J.J. Frazier,Georgia,2016,Sr,140,37.86%,39.29%,17.86%,42.86%,8.57%,80,0.00%,65.00%,35.00%
56711,Kenny Paul Geno,Georgia,2016,Sr,15,13.33%,40.00%,26.67%,26.67%,13.33%,2,0.00%,50.00%,50.00%
86009,Jordan Harris (2),Georgia,2016,Fr,45,24.44%,44.44%,28.89%,26.67%,8.89%,56,1.79%,57.14%,41.07%
84007,Will Jackson,Georgia,2016,So,37,45.95%,37.84%,18.92%,43.24%,10.81%,26,0.00%,42.31%,57.69%
44069,Houston Kessler,Georgia,2016,Sr,0,NA,NA,NA,NA,NA,3,0.00%,33.33%,66.67%
81016,Yante Maten,Georgia,2016,Jr,43,16.28%,51.16%,13.95%,34.88%,20.93%,72,11.11%,43.06%,45.83%
86746,Derek Ogbeide,Georgia,2016,So,21,23.81%,42.86%,28.57%,23.81%,9.52%,43,11.63%,39.53%,48.84%
97440,Connor O'Neill,Georgia,2016,So,0,NA,NA,NA,NA,NA,2,0.00%,100.00%,0.00%
56713,Juwan Parker,Georgia,2016,Jr,57,15.79%,54.39%,14.04%,31.58%,7.02%,54,3.70%,68.52%,27.78%
84048,E'Torrion Wilridge,Georgia,2016,So,34,11.76%,64.71%,14.71%,20.59%,17.65%,18,0.00%,38.89%,61.11%
56714,Brandon Young (2),Georgia,2016,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
81300,Bryan Alberts,Gonzaga,2016,So,24,33.33%,54.17%,4.17%,41.67%,12.50%,4,25.00%,50.00%,25.00%
44099,Rem Bakamus,Gonzaga,2016,Sr,2,0.00%,50.00%,0.00%,50.00%,0.00%,2,0.00%,100.00%,0.00%
85659,Zach Collins,Gonzaga,2016,Fr,16,18.75%,25.00%,12.50%,62.50%,0.00%,60,26.67%,35.00%,38.33%
57581,Ryan Edwards,Gonzaga,2016,Jr,4,25.00%,50.00%,25.00%,25.00%,25.00%,1,100.00%,0.00%,0.00%
72649,Rui Hachimura,Gonzaga,2016,Fr,2,50.00%,50.00%,50.00%,0.00%,0.00%,8,12.50%,25.00%,62.50%
87319,Jeremy Jones (2),Gonzaga,2016,So,6,33.33%,16.67%,16.67%,66.67%,0.00%,5,0.00%,40.00%,60.00%
24347,Przemek Karnowski,Gonzaga,2016,Sr,75,14.67%,40.00%,8.00%,52.00%,14.67%,70,10.00%,47.14%,42.86%
41444,Jordan Mathews,Gonzaga,2016,Sr,57,21.05%,57.89%,12.28%,29.82%,12.28%,32,3.13%,62.50%,34.38%
81298,Silas Melson,Gonzaga,2016,Jr,58,37.93%,43.10%,13.79%,41.38%,6.90%,31,9.68%,35.48%,54.84%
52563,Josh Perkins,Gonzaga,2016,So,119,29.41%,40.34%,19.33%,40.34%,11.76%,75,5.33%,53.33%,41.33%
77639,Killian Tillie,Gonzaga,2016,Fr,21,9.52%,71.43%,4.76%,23.81%,9.52%,21,19.05%,61.90%,19.05%
61290,Dustin Triano,Gonzaga,2016,Jr,1,100.00%,100.00%,0.00%,0.00%,100.00%,0,NA,NA,NA
26757,Johnathan Williams,Gonzaga,2016,Jr,31,22.58%,41.94%,3.23%,54.84%,6.45%,52,28.85%,25.00%,46.15%
24633,Nigel Williams-Goss,Gonzaga,2016,Jr,179,31.84%,51.40%,10.61%,37.99%,14.53%,82,7.32%,58.54%,34.15%
60484,Remond Brown,Grambling State,2016,Sr,59,35.59%,33.90%,25.42%,40.68%,1.69%,84,7.14%,54.76%,38.10%
60483,Chase Comier,Grambling State,2016,Sr,71,25.35%,32.39%,30.99%,36.62%,4.23%,40,7.50%,52.50%,40.00%
112950,Noah Cummings,Grambling State,2016,Fr,1,100.00%,0.00%,0.00%,0.00%,0.00%,17,23.53%,29.41%,47.06%
99083,Deonte Hearns,Grambling State,2016,Sr,4,0.00%,25.00%,50.00%,25.00%,0.00%,11,0.00%,54.55%,45.45%
112953,Anthony Gatson,Grambling State,2016,Fr,3,66.67%,33.33%,0.00%,66.67%,0.00%,2,0.00%,100.00%,0.00%
80928,Diontae Jones,Grambling State,2016,Jr,13,15.38%,53.85%,23.08%,23.08%,7.69%,30,20.00%,36.67%,43.33%
112954,Xairius Larry,Grambling State,2016,Jr,6,33.33%,33.33%,0.00%,66.67%,0.00%,6,0.00%,66.67%,33.33%
86207,Carlton Lowe,Grambling State,2016,Sr,7,42.86%,85.71%,14.29%,0.00%,0.00%,12,8.33%,25.00%,66.67%
99085,Ervin Mitchell,Grambling State,2016,Sr,30,50.00%,33.33%,20.00%,46.67%,6.67%,66,16.67%,33.33%,50.00%
89172,Nigel Riberio,Grambling State,2016,So,72,31.94%,29.17%,12.50%,58.33%,4.17%,48,14.58%,41.67%,43.75%
112956,Charles Simmons,Grambling State,2016,Fr,1,100.00%,0.00%,0.00%,100.00%,0.00%,2,0.00%,100.00%,0.00%
112958,"Ivy Smith, Jr.",Grambling State,2016,Fr,46,56.52%,56.52%,13.04%,30.43%,10.87%,31,0.00%,45.16%,54.84%
112960,Marcel Thompson,Grambling State,2016,Fr,7,14.29%,42.86%,14.29%,42.86%,0.00%,11,0.00%,18.18%,81.82%
112961,Averyl Ugba,Grambling State,2016,Fr,22,27.27%,59.09%,13.64%,27.27%,4.55%,57,8.77%,33.33%,57.89%
112962,Ashton Wilks,Grambling State,2016,Fr,26,7.69%,34.62%,30.77%,34.62%,0.00%,26,3.85%,50.00%,46.15%
112970,Fiifi Aidoo,Grand Canyon,2016,Fr,23,17.39%,47.83%,13.04%,39.13%,21.74%,24,12.50%,41.67%,45.83%
112971,Nehemiah Allen,Grand Canyon,2016,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
57626,Joshua Braun,Grand Canyon,2016,Jr,31,38.71%,41.94%,22.58%,35.48%,16.13%,32,12.50%,62.50%,25.00%
106908,Shaquile Carr,Grand Canyon,2016,Jr,73,30.14%,49.32%,9.59%,41.10%,16.44%,57,3.51%,52.63%,43.86%
82969,Adrian Carrion,Grand Canyon,2016,Jr,3,100.00%,66.67%,0.00%,33.33%,33.33%,2,0.00%,0.00%,100.00%
42823,Darion Clark,Grand Canyon,2016,Sr,5,0.00%,20.00%,20.00%,60.00%,0.00%,29,13.79%,24.14%,62.07%
85700,Oscar Frayer,Grand Canyon,2016,Fr,24,20.83%,33.33%,29.17%,37.50%,8.33%,42,14.29%,64.29%,21.43%
41363,Gerard Martin,Grand Canyon,2016,So,78,21.79%,43.59%,14.10%,42.31%,16.67%,47,2.13%,61.70%,36.17%
58091,Christopher Miller,Grand Canyon,2016,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
84621,Kenzo Nudo,Grand Canyon,2016,Fr,3,33.33%,66.67%,0.00%,33.33%,33.33%,10,20.00%,30.00%,50.00%
45031,Dewayne Russell,Grand Canyon,2016,Sr,151,35.10%,46.36%,7.95%,45.03%,14.57%,75,9.33%,58.67%,32.00%
81449,Kerwin Smith,Grand Canyon,2016,So,1,0.00%,0.00%,100.00%,0.00%,0.00%,31,12.90%,41.94%,45.16%
116521,Cheick Sy-Savane,Grand Canyon,2016,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
57223,Keonta Vernon,Grand Canyon,2016,Jr,30,26.67%,63.33%,6.67%,30.00%,16.67%,39,12.82%,53.85%,33.33%
116520,Juwan Washington,Grand Canyon,2016,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
106669,Trevor Anderson,Green Bay,2016,Fr,53,45.28%,47.17%,15.09%,37.74%,3.77%,37,5.41%,56.76%,37.84%
57263,Turner Botz,Green Bay,2016,Sr,31,54.84%,45.16%,12.90%,41.94%,9.68%,22,13.64%,59.09%,27.27%
112892,Kaharri Carter,Green Bay,2016,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
97531,Charles Cooper,Green Bay,2016,Sr,54,38.89%,44.44%,12.96%,42.59%,1.85%,72,12.50%,54.17%,33.33%
57264,Tevin Findlay,Green Bay,2016,Sr,78,43.59%,46.15%,11.54%,41.03%,8.97%,57,8.77%,43.86%,47.37%
106702,Kameron Hankerson,Green Bay,2016,Fr,12,91.67%,50.00%,16.67%,33.33%,8.33%,12,8.33%,25.00%,66.67%
97532,Jamar Hurdle,Green Bay,2016,Sr,16,25.00%,43.75%,12.50%,43.75%,6.25%,42,4.76%,42.86%,52.38%
57590,David Jesperson,Green Bay,2016,Jr,11,9.09%,27.27%,18.18%,54.55%,9.09%,14,21.43%,35.71%,42.86%
80858,Warren Jones,Green Bay,2016,Sr,63,52.38%,46.03%,20.63%,33.33%,12.70%,40,22.50%,30.00%,47.50%
42177,Kerem Kanter,Green Bay,2016,Jr,19,36.84%,47.37%,10.53%,42.11%,10.53%,42,23.81%,38.10%,38.10%
57265,Kenneth Lowe,Green Bay,2016,Sr,50,34.00%,52.00%,16.00%,32.00%,2.00%,45,4.44%,46.67%,48.89%
80693,Khalil Small,Green Bay,2016,Jr,60,40.00%,46.67%,23.33%,30.00%,11.67%,58,13.79%,41.38%,44.83%
42347,A.J. Astroth,Hampton,2016,Jr,18,38.89%,61.11%,5.56%,27.78%,16.67%,26,3.85%,34.62%,61.54%
89382,Branden Aughburns,Hampton,2016,So,3,33.33%,66.67%,33.33%,0.00%,0.00%,21,14.29%,47.62%,38.10%
101364,Trevond Barnes,Hampton,2016,So,10,10.00%,60.00%,20.00%,20.00%,10.00%,24,8.33%,25.00%,66.67%
113725,Lysander Bracey,Hampton,2016,Fr,30,36.67%,20.00%,20.00%,60.00%,0.00%,28,0.00%,53.57%,46.43%
106744,Trey Carver,Hampton,2016,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,4,25.00%,25.00%,50.00%
58577,Lawrence Cooks,Hampton,2016,Sr,77,24.68%,33.77%,23.38%,42.86%,10.39%,50,14.00%,40.00%,46.00%
84859,Kalin Fisher,Hampton,2016,So,42,28.57%,35.71%,11.90%,50.00%,9.52%,47,17.02%,42.55%,40.43%
101365,Tre Houston,Hampton,2016,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
106743,Jermaine Marrow,Hampton,2016,Fr,94,21.28%,43.62%,13.83%,42.55%,10.64%,103,11.65%,41.75%,46.60%
101366,Eugene Marshall III,Hampton,2016,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
101362,Imani Miller,Hampton,2016,So,16,31.25%,18.75%,25.00%,56.25%,0.00%,10,0.00%,50.00%,50.00%
101363,Akim Mitchell,Hampton,2016,So,29,31.03%,37.93%,10.34%,51.72%,17.24%,41,14.63%,36.59%,48.78%
101367,Devon Oakley,Hampton,2016,So,32,31.25%,43.75%,15.63%,40.63%,6.25%,25,8.00%,48.00%,44.00%
85688,"Donald Ralls, Jr.",Hampton,2016,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,6,0.00%,66.67%,33.33%
85690,Charles Wilson-Fisher,Hampton,2016,Jr,10,10.00%,70.00%,0.00%,30.00%,0.00%,33,24.24%,39.39%,36.36%
107099,Hassan Attia,Hartford,2016,Jr,13,15.38%,30.77%,7.69%,61.54%,0.00%,60,11.67%,26.67%,61.67%
88684,George Blagojevic,Hartford,2016,So,21,19.05%,38.10%,9.52%,52.38%,0.00%,39,10.26%,51.28%,38.46%
79962,John Carroll,Hartford,2016,So,39,12.82%,53.85%,7.69%,38.46%,10.26%,45,4.44%,42.22%,53.33%
109263,Nikola Colovic,Hartford,2016,RS-Fr,0,NA,NA,NA,NA,NA,3,0.00%,33.33%,66.67%
84730,Jason Dunne,Hartford,2016,So,61,19.67%,42.62%,9.84%,47.54%,13.11%,74,8.11%,48.65%,43.24%
56959,Jake Fay,Hartford,2016,Jr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
79963,Jack Hobbs,Hartford,2016,Jr,21,4.76%,28.57%,4.76%,66.67%,9.52%,21,14.29%,33.33%,52.38%
84889,J.R. Lynch,Hartford,2016,So,88,31.82%,27.27%,4.55%,68.18%,2.27%,44,15.91%,50.00%,34.09%
79965,Mark Plousis,Hartford,2016,Jr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
76333,Andrew Ramirez,Hartford,2016,So,42,26.19%,40.48%,2.38%,57.14%,9.52%,44,2.27%,65.91%,31.82%
42946,Jalen Ross,Hartford,2016,Sr,61,18.03%,31.15%,6.56%,62.30%,3.28%,84,4.76%,53.57%,41.67%
79950,Max Twyman,Hartford,2016,So,9,22.22%,33.33%,11.11%,55.56%,11.11%,8,12.50%,37.50%,50.00%
84906,TreVaughn Wilkerson,Hartford,2016,So,12,33.33%,33.33%,8.33%,58.33%,0.00%,22,9.09%,36.36%,54.55%
85632,Bryce Aiken,Harvard,2016,Fr,74,27.03%,29.73%,17.57%,52.70%,6.76%,64,6.25%,53.13%,40.63%
85630,"Robert Baker, Jr.",Harvard,2016,Fr,5,60.00%,60.00%,0.00%,40.00%,20.00%,10,0.00%,70.00%,30.00%
85721,Justin Bassey,Harvard,2016,Fr,40,30.00%,50.00%,5.00%,45.00%,22.50%,25,4.00%,56.00%,40.00%
24646,Siyani Chambers,Harvard,2016,Sr,159,36.48%,42.77%,10.69%,46.54%,12.58%,53,0.00%,67.92%,32.08%
80888,Andre Chatfield,Harvard,2016,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
84513,Balsa Dragovic,Harvard,2016,So,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
28279,Zena Edosomwan,Harvard,2016,Sr,4,50.00%,50.00%,25.00%,25.00%,25.00%,31,22.58%,22.58%,54.84%
26699,Christopher Egi,Harvard,2016,Jr,3,0.00%,66.67%,0.00%,33.33%,66.67%,10,10.00%,40.00%,50.00%
102226,Robbie Feinberg,Harvard,2016,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
58533,Matt Fraschilla,Harvard,2016,Sr,1,0.00%,100.00%,0.00%,0.00%,100.00%,2,0.00%,100.00%,0.00%
72587,Corey Johnson,Harvard,2016,So,27,25.93%,37.04%,11.11%,51.85%,11.11%,24,4.17%,79.17%,16.67%
89391,Christian Juzang,Harvard,2016,Fr,7,14.29%,28.57%,28.57%,42.86%,0.00%,5,0.00%,40.00%,60.00%
85601,Chris Lewis (3),Harvard,2016,Fr,26,11.54%,61.54%,7.69%,30.77%,11.54%,39,5.13%,43.59%,51.28%
84443,Tommy McCarthy,Harvard,2016,So,10,50.00%,50.00%,0.00%,50.00%,20.00%,10,20.00%,60.00%,20.00%
97659,James McLean,Harvard,2016,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30862,Corbin Miller,Harvard,2016,Sr,3,0.00%,33.33%,0.00%,66.67%,0.00%,3,0.00%,66.67%,33.33%
72694,Weisner Perez,Harvard,2016,So,2,50.00%,50.00%,0.00%,50.00%,0.00%,3,0.00%,33.33%,66.67%
85613,Seth Towns,Harvard,2016,Fr,36,22.22%,55.56%,13.89%,30.56%,22.22%,65,3.08%,41.54%,55.38%
85729,Henry Welsh,Harvard,2016,Fr,5,20.00%,20.00%,20.00%,60.00%,0.00%,12,0.00%,66.67%,33.33%
80889,Zach Yoshor,Harvard,2016,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
56841,Noah Allen,Hawaii,2016,Sr,60,16.67%,41.67%,15.00%,43.33%,3.33%,80,3.75%,55.00%,41.25%
80543,Zach Buscher,Hawaii,2016,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,3,0.00%,66.67%,33.33%
53190,Sheriff Drammeh,Hawaii,2016,So,81,23.46%,28.40%,22.22%,49.38%,2.47%,59,3.39%,47.46%,49.15%
75930,Ido Flaisher,Hawaii,2016,Fr,6,0.00%,50.00%,0.00%,50.00%,0.00%,27,3.70%,40.74%,55.56%
107944,Brian Garrett,Hawaii,2016,Jr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
85671,Leland Green,Hawaii,2016,Fr,31,29.03%,32.26%,19.35%,48.39%,3.23%,31,3.23%,45.16%,51.61%
107953,Gibson Johnson,Hawaii,2016,Jr,44,9.09%,43.18%,2.27%,54.55%,2.27%,53,9.43%,52.83%,37.74%
57087,Larry Lewis,Hawaii,2016,Jr,3,0.00%,0.00%,33.33%,66.67%,0.00%,6,0.00%,16.67%,83.33%
109812,Darryl Matthews,Hawaii,2016,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
76272,Matthew Owies,Hawaii,2016,Fr,24,25.00%,41.67%,12.50%,37.50%,0.00%,21,0.00%,57.14%,42.86%
28246,Jack Purchase,Hawaii,2016,So,63,15.87%,47.62%,25.40%,26.98%,1.59%,43,2.33%,53.49%,44.19%
54339,Zigmars Raimo,Hawaii,2016,Fr,15,6.67%,53.33%,33.33%,13.33%,0.00%,22,9.09%,36.36%,54.55%
80542,Brocke Stepteau,Hawaii,2016,So,90,23.33%,31.11%,12.22%,56.67%,2.22%,52,0.00%,65.38%,34.62%
31580,Miles Bowman,High Point,2016,Sr,21,4.76%,38.10%,4.76%,57.14%,0.00%,42,14.29%,54.76%,30.95%
84804,Andre Fox,High Point,2016,So,67,28.36%,41.79%,10.45%,47.76%,1.49%,69,8.70%,52.17%,39.13%
97561,Dexter Gooding,High Point,2016,So,2,50.00%,50.00%,0.00%,50.00%,0.00%,1,0.00%,0.00%,100.00%
58149,Anthony Lindauer,High Point,2016,Sr,77,19.48%,50.65%,15.58%,33.77%,1.30%,67,2.99%,55.22%,41.79%
84833,Ricky Madison,High Point,2016,So,14,0.00%,28.57%,28.57%,42.86%,0.00%,52,17.31%,42.31%,40.38%
109336,"Clifford Thomas, Jr.",High Point,2016,Fr,1,100.00%,100.00%,0.00%,0.00%,0.00%,8,12.50%,37.50%,50.00%
58147,Tarique Thompson,High Point,2016,Sr,21,23.81%,23.81%,28.57%,42.86%,4.76%,42,11.90%,52.38%,35.71%
109335,Luke Vargo,High Point,2016,Fr,5,20.00%,40.00%,40.00%,20.00%,0.00%,7,28.57%,28.57%,42.86%
72670,Austin White,High Point,2016,Jr,37,24.32%,32.43%,10.81%,56.76%,2.70%,22,9.09%,50.00%,40.91%
97560,Jordan Whitehead,High Point,2016,Jr,1,0.00%,0.00%,0.00%,100.00%,0.00%,6,0.00%,50.00%,50.00%
88715,Jalen Williams (2),High Point,2016,Jr,42,19.05%,38.10%,19.05%,42.86%,2.38%,29,6.90%,62.07%,31.03%
106742,Jamal Wright,High Point,2016,Fr,102,39.22%,40.20%,19.61%,40.20%,0.00%,61,9.84%,52.46%,37.70%
42541,Brian Bernardi,Hofstra,2016,Sr,57,28.07%,31.58%,22.81%,45.61%,3.51%,36,5.56%,58.33%,36.11%
84461,Desure Buie,Hofstra,2016,So,17,41.18%,23.53%,5.88%,70.59%,5.88%,5,0.00%,60.00%,40.00%
109352,Ty Greer,Hofstra,2016,Jr,27,29.63%,55.56%,18.52%,25.93%,11.11%,39,10.26%,46.15%,43.59%
32725,Rokas Gustys,Hofstra,2016,Jr,21,4.76%,42.86%,14.29%,42.86%,9.52%,48,12.50%,31.25%,56.25%
112885,Connor Klementowicz,Hofstra,2016,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
107343,Elijah Pemberton,Hofstra,2016,Fr,62,24.19%,35.48%,11.29%,53.23%,4.84%,40,2.50%,42.50%,55.00%
44440,Deron Powers,Hofstra,2016,Sr,166,30.72%,25.90%,10.24%,63.86%,6.02%,84,3.57%,59.52%,36.90%
58209,Jamall Robinson,Hofstra,2016,Jr,12,8.33%,8.33%,25.00%,66.67%,8.33%,14,7.14%,28.57%,64.29%
112886,Tommy Ros,Hofstra,2016,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
79712,Hunter Sabety,Hofstra,2016,Jr,5,0.00%,40.00%,20.00%,40.00%,0.00%,22,27.27%,31.82%,40.91%
80576,Andre Walker (2),Hofstra,2016,Jr,0,NA,NA,NA,NA,NA,5,0.00%,60.00%,40.00%
84328,Justin Wright-Foreman,Hofstra,2016,So,52,32.69%,32.69%,9.62%,57.69%,9.62%,45,6.67%,53.33%,40.00%
58688,Malachi Alexander,Holy Cross,2016,Sr,62,8.06%,46.77%,11.29%,41.94%,0.00%,58,1.72%,37.93%,60.34%
84800,Pat Benzan,Holy Cross,2016,So,78,25.64%,20.51%,7.69%,70.51%,2.56%,42,2.38%,47.62%,50.00%
58689,Robert Champion,Holy Cross,2016,Sr,42,14.29%,45.24%,2.38%,52.38%,4.76%,60,5.00%,31.67%,63.33%
89207,Karl Charles,Holy Cross,2016,So,117,17.95%,45.30%,12.82%,41.03%,6.84%,64,10.94%,40.63%,48.44%
107278,"Tyrone Cohen, Jr.",Holy Cross,2016,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
115646,Rory Flaherty,Holy Cross,2016,Fr,0,NA,NA,NA,NA,NA,3,0.00%,66.67%,33.33%
84808,Jehyve Floyd,Holy Cross,2016,So,25,8.00%,40.00%,12.00%,48.00%,4.00%,25,4.00%,36.00%,60.00%
58691,Matt Husek,Holy Cross,2016,Sr,27,7.41%,14.81%,3.70%,81.48%,3.70%,18,0.00%,72.22%,27.78%
99028,Thomas Kennedy (2),Holy Cross,2016,Sr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
107135,Clayton Le Samn,Holy Cross,2016,Fr,3,66.67%,33.33%,0.00%,33.33%,0.00%,11,0.00%,45.45%,54.55%
115647,Will Powers,Holy Cross,2016,Fr,1,100.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
99029,Patrick Rielly,Holy Cross,2016,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
107290,Jack Stevens,Holy Cross,2016,Fr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
58692,Anthony Thompson (2),Holy Cross,2016,Sr,70,21.43%,40.00%,8.57%,51.43%,2.86%,45,0.00%,64.44%,35.56%
84664,Matt Zignorski,Holy Cross,2016,So,6,0.00%,0.00%,0.00%,100.00%,0.00%,5,0.00%,40.00%,60.00%
85230,Kyren Block,Houston Baptist,2016,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,100.00%,0.00%
81045,Braxton Bonds,Houston Baptist,2016,So,103,44.66%,31.07%,24.27%,44.66%,3.88%,54,1.85%,59.26%,38.89%
87230,Asa Cantwell,Houston Baptist,2016,So,40,27.50%,55.00%,15.00%,27.50%,0.00%,29,3.45%,75.86%,20.69%
58870,Reveal Chukwujekwu,Houston Baptist,2016,Sr,58,37.93%,60.34%,8.62%,31.03%,3.45%,70,8.57%,55.71%,35.71%
58871,Alex Fountain,Houston Baptist,2016,Sr,41,24.39%,48.78%,12.20%,39.02%,0.00%,27,11.11%,48.15%,40.74%
106910,Jalon Gates,Houston Baptist,2016,Fr,7,28.57%,42.86%,14.29%,42.86%,14.29%,9,0.00%,44.44%,55.56%
58773,"William Gates, Jr.",Houston Baptist,2016,Jr,5,20.00%,60.00%,20.00%,20.00%,0.00%,9,0.00%,55.56%,44.44%
81324,Josh Ibarra,Houston Baptist,2016,Jr,29,17.24%,44.83%,20.69%,34.48%,3.45%,48,16.67%,25.00%,58.33%
112943,Tyquon Jordan,Houston Baptist,2016,Fr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
112944,Colin Just,Houston Baptist,2016,Fr,0,NA,NA,NA,NA,NA,3,0.00%,33.33%,66.67%
58873,Colter Lasher,Houston Baptist,2016,Sr,86,18.60%,48.84%,20.93%,30.23%,5.81%,65,4.62%,63.08%,32.31%
42745,Atif Russell,Houston Baptist,2016,Sr,33,42.42%,54.55%,15.15%,30.30%,6.06%,42,7.14%,33.33%,59.52%
109627,Michael Saladin,Houston Baptist,2016,Fr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
58874,Cody Stetler,Houston Baptist,2016,Sr,18,16.67%,66.67%,11.11%,22.22%,16.67%,16,18.75%,37.50%,43.75%
106687,Jalen Weber,Houston Baptist,2016,Fr,36,33.33%,50.00%,16.67%,33.33%,13.89%,30,6.67%,70.00%,23.33%
107102,Armoni Brooks,Houston,2016,Fr,7,28.57%,14.29%,0.00%,85.71%,0.00%,15,0.00%,40.00%,60.00%
50095,Devin Davis,Houston,2016,Jr,19,26.32%,36.84%,10.53%,52.63%,10.53%,33,15.15%,42.42%,42.42%
29195,Damyean Dotson,Houston,2016,Sr,36,38.89%,33.33%,13.89%,52.78%,11.11%,33,24.24%,30.30%,45.45%
109266,Morris Dunnigan,Houston,2016,Jr,2,0.00%,0.00%,0.00%,100.00%,0.00%,4,0.00%,75.00%,25.00%
84937,Xavier Dupree,Houston,2016,Sr,7,0.00%,42.86%,0.00%,57.14%,0.00%,7,42.86%,28.57%,28.57%
24694,Rob Gray,Houston,2016,Jr,91,31.87%,20.88%,15.38%,63.74%,10.99%,70,7.14%,57.14%,35.71%
109267,Mateen Hirbod,Houston,2016,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,1,0.00%,100.00%,0.00%
24665,Chicken Knowles,Houston,2016,Sr,15,0.00%,26.67%,13.33%,60.00%,0.00%,26,15.38%,61.54%,23.08%
42316,Kyle Meyer,Houston,2016,Sr,19,5.26%,15.79%,36.84%,47.37%,0.00%,18,22.22%,38.89%,38.89%
79993,Bertrand Nkali,Houston,2016,Sr,3,0.00%,0.00%,0.00%,100.00%,0.00%,10,10.00%,50.00%,40.00%
84915,"Galen Robinson, Jr.",Houston,2016,So,155,39.35%,23.23%,18.71%,58.06%,6.45%,62,3.23%,56.45%,40.32%
79994,Wes VanBeck,Houston,2016,Jr,51,29.41%,31.37%,23.53%,45.10%,9.80%,29,13.79%,48.28%,37.93%
58574,Kofi Andoh,Howard,2016,Sr,30,20.00%,16.67%,20.00%,63.33%,3.33%,35,2.86%,54.29%,42.86%
58573,Marcel Boyd,Howard,2016,Sr,20,10.00%,35.00%,35.00%,30.00%,10.00%,68,16.18%,42.65%,41.18%
58572,Damon Collins,Howard,2016,Sr,82,32.93%,21.95%,30.49%,47.56%,9.76%,107,6.54%,54.21%,39.25%
58571,James Daniel,Howard,2016,RS-Sr,8,25.00%,12.50%,37.50%,50.00%,0.00%,6,16.67%,66.67%,16.67%
